SBM,Kabupaten Sukabumi,ID-JB,Jawa Barat
CJR,Kabupaten Cianjur,ID-JB,Jawa Barat
SOR,Kabupaten Bandung,ID-JB,Jawa Barat
GRT,Kabupaten Garut,ID-JB,Jawa Barat
SPA,Kabupaten  Tasikmalaya,ID-JB,Jawa Barat
CMS,Kabupaten Ciamis,ID-JB,Jawa Barat
KNG,Kabupaten Kuningan,ID-JB,Jawa Barat
SBR,Kabupaten Cirebon,ID-JB,Jawa Barat
MJL,Kabupaten  Majalengka,ID-JB,Jawa Barat
SMD,Kabupaten Sumedang,ID-JB,Jawa Barat
IDM,Kabupaten  Indramayu,ID-JB,Jawa Barat
SNG,Kabupaten Subang,ID-JB,Jawa Barat
PWK,Kabupaten  Purwakarta,ID-JB,Jawa Barat
KWG,Kabupaten Karawang,ID-JB,Jawa Barat
CKR,Kabupaten Bekasi,ID-JB,Jawa Barat
NPH,Kabupaten Bandung Barat,ID-JB,Jawa Barat
BGR,Kota Bogor,ID-JB,Jawa Barat
SKB,Kota Sukabumi,ID-JB,Jawa Barat
BDG,Kota Bandung,ID-JB,Jawa Barat
CBN,Kota Cirebon,ID-JB,Jawa Barat
BKS,Kota Bekasi,ID-JB,Jawa Barat
DPK,Kota Depok,ID-JB,Jawa Barat
CMH,Kota Cimahi,ID-JB,Jawa Barat
TSM,Kota Tasikmalaya,ID-JB,Jawa Barat
BJR,Kota Banjar,ID-JB,Jawa Barat
CLP,Kabupaten Cilacap,ID-JT,Jawa Tengah
PWT,Kabupaten Banyumas,ID-JT,Jawa Tengah
PBG,Kabupaten  Purbalingga,ID-JT,Jawa Tengah
BNR,Kabupaten  Banjarnegara,ID-JT,Jawa Tengah
KBM,Kabupaten Kebumen,ID-JT,Jawa Tengah
PWR,Kabupaten Purworejo,ID-JT,Jawa Tengah
WSB,Kabupaten  Wonosobo,ID-JT,Jawa Tengah
MKD,Kabupaten Magelang,ID-JT,Jawa Tengah
BYL,Kabupaten Boyolali,ID-JT,Jawa Tengah
KLN,Kabupaten Klaten,ID-JT,Jawa Tengah
SKH,Kabupaten Sukoharjo,ID-JT,Jawa Tengah
WNG,Kabupaten Wonogiri,ID-JT,Jawa Tengah
KRG,Kabupaten  Karanganyar,ID-JT,Jawa Tengah
SGN,Kabupaten Sragen,ID-JT,Jawa Tengah
PWD,Kabupaten Grobogan,ID-JT,Jawa Tengah
BLA,Kabupaten Blora,ID-JT,Jawa Tengah
RBG,Kabupaten Rembang,ID-JT,Jawa Tengah
PTI,Kabupaten Pati,ID-JT,Jawa Tengah
KDS,Kabupaten Kudus,ID-JT,Jawa Tengah
JPA,Kabupaten Jepara,ID-JT,Jawa Tengah
DMK,Kabupaten Demak,ID-JT,Jawa Tengah
UNR,Kabupaten Semarang,ID-JT,Jawa Tengah
TMG,Kabupaten  Temanggung,ID-JT,Jawa Tengah
KDL,Kabupaten Kendal,ID-JT,Jawa Tengah
BTG,Kabupaten Batang,ID-JT,Jawa Tengah
KJN,Kabupaten  Pekalongan,ID-JT,Jawa Tengah
PML,Kabupaten Pemalang,ID-JT,Jawa Tengah
SLW,Kabupaten Tegal,ID-JT,Jawa Tengah
BBS,Kabupaten Brebes,ID-JT,Jawa Tengah
MGG,Kota Magelang,ID-JT,Jawa Tengah
SKT,Kota Surakarta,ID-JT,Jawa Tengah
SLT,Kota Salatiga,ID-JT,Jawa Tengah
SMG,Kota Semarang,ID-JT,Jawa Tengah
PKL,Kota Pekalongan,ID-JT,Jawa Tengah
TGL,Kota Tegal,ID-JT,Jawa Tengah
WAT,Kabupaten Kulon Progo,ID-YO,DI Yogyakarta
BTL,Kabupaten Bantul,ID-YO,DI Yogyakarta
WNO,Kabupaten Gunung Kidul,ID-YO,DI Yogyakarta
SMN,Kabupaten Sleman,ID-YO,DI Yogyakarta
YYK,Kota Yogyakarta,ID-YO,DI Yogyakarta
PCT,Kabupaten Pacitan,ID-JI,Jawa Timur
PNG,Kabupaten Ponorogo,ID-JI,Jawa Timur
TRK,Kabupaten  Trenggalek,ID-JI,Jawa Timur
TLG,Kabupaten  Tulungagung,ID-JI,Jawa Timur
KNR,Kabupaten Blitar,ID-JI,Jawa Timur
KDR,Kabupaten Kediri,ID-JI,Jawa Timur
KPN,Kabupaten Malang,ID-JI,Jawa Timur
LMJ,Kabupaten Lumajang,ID-JI,Jawa Timur
JMR,Kabupaten Jember,ID-JI,Jawa Timur
BYW,Kabupaten  Banyuwangi,ID-JI,Jawa Timur
BDW,Kabupaten  Bondowoso,ID-JI,Jawa Timur
SIT,Kabupaten Situbondo,ID-JI,Jawa Timur
KRS,Kabupaten  Probolinggo,ID-JI,Jawa Timur
PSR,Kabupaten Pasuruan,ID-JI,Jawa Timur
SDA,Kabupaten Sidoarjo,ID-JI,Jawa Timur
MJK,Kabupaten Mojokerto,ID-JI,Jawa Timur
JBG,Kabupaten Jombang,ID-JI,Jawa Timur
NJK,Kabupaten Nganjuk,ID-JI,Jawa Timur
MJY,Kabupaten Madiun,ID-JI,Jawa Timur
MGT,Kabupaten Magetan,ID-JI,Jawa Timur
NGW,Kabupaten Ngawi,ID-JI,Jawa Timur
BJN,Kabupaten  Bojonegoro,ID-JI,Jawa Timur
TBN,Kabupaten Tuban,ID-JI,Jawa Timur
LMG,Kabupaten  Lamongan,ID-JI,Jawa Timur
GSK,Kabupaten Gresik,ID-JI,Jawa Timur
BKL,Kabupaten Bangkalan,ID-JI,Jawa Timur
SPG,Kabupaten Sampang,ID-JI,Jawa Timur
PMK,Kabupaten  Pamekasan,ID-JI,Jawa Timur
SMP,Kabupaten Sumenep,ID-JI,Jawa Timur
KDR,Kota Kediri,ID-JI,Jawa Timur
BLT,Kota Blitar,ID-JI,Jawa Timur
MLG,Kota Malang,ID-JI,Jawa Timur
PBL,Kota Probolinggo,ID-JI,Jawa Timur
PSN,Kota Pasuruan,ID-JI,Jawa Timur
MJK,Kota Mojokerto,ID-JI,Jawa Timur
MAD,Kota Madiun,ID-JI,Jawa Timur
SBY,Kota Surabaya,ID-JI,Jawa Timur
BTU,Kota Batu,ID-JI,Jawa Timur
PDG,Kabupaten  Pandeglang,ID-BT,Banten
RKB,Kabupaten Lebak,ID-BT,Banten
TGR,Kabupaten Tangerang,ID-BT,Banten
SRG,Kabupaten Serang,ID-BT,Banten
TNG,Kota Tangerang,ID-BT,Banten
CLG,Kota Cilegon,ID-BT,Banten
SRG,Kota Serang,ID-BT,Banten
CPT,Kota Tangerang Selatan,ID-BT,Banten
NGA,Kabupaten Jembrana,ID-BA,Bali
TAB,Kabupaten Tabanan,ID-BA,Bali
MGW,Kabupaten Badung,ID-BA,Bali
GIN,Kabupaten Gianyar,ID-BA,Bali
SRP,Kabupaten Klungkung,ID-BA,Bali
BLI,Kabupaten Bangli,ID-BA,Bali
KRA,Kabupaten  Karangasem,ID-BA,Bali
SGR,Kabupaten Buleleng,ID-BA,Bali
DPR,Kota Denpasar,ID-BA,Bali
GRG,Kabupaten Lombok Barat,ID-NB,Nusa Tenggara Barat
PYA,Kabupaten Lombok Tengah,ID-NB,Nusa Tenggara Barat
SEL,Kabupaten Lombok Timur,ID-NB,Nusa Tenggara Barat
SBW,Kabupaten Sumbawa,ID-NB,Nusa Tenggara Barat
DPU,Kabupaten Dompu,ID-NB,Nusa Tenggara Barat
WHO,Kabupaten Bima,ID-NB,Nusa Tenggara Barat
TLW,Kabupaten Sumbawa Barat,ID-NB,Nusa Tenggara Barat
TJN,Kabupaten Lombok Utara,ID-NB,Nusa Tenggara Barat
MTR,Kota Mataram,ID-NB,Nusa Tenggara Barat
BIM,Kota Bima,ID-NB,Nusa Tenggara Barat
KPG,Kabupaten Kupang,ID-NT,Nusa Tenggara Timur
SOE,Kabupaten Timor Tengah Selatan,ID-NT,Nusa Tenggara Timur
KFM,Kabupaten Timor Tengah Utara,ID-NT,Nusa Tenggara Timur
ATB,Kabupaten Belu,ID-NT,Nusa Tenggara Timur
KLB,Kabupaten Alor,ID-NT,Nusa Tenggara Timur
LRT,Kabupaten Flores Timur,ID-NT,Nusa Tenggara Timur
MME,Kabupaten Sikka,ID-NT,Nusa Tenggara Timur
END,Kabupaten Ende,ID-NT,Nusa Tenggara Timur
BJW,Kabupaten Ngada,ID-NT,Nusa Tenggara Timur
RTG,Kabupaten Manggarai,ID-NT,Nusa Tenggara Timur
WGP,Kabupaten Sumba Timur,ID-NT,Nusa Tenggara Timur
WKB,Kabupaten Sumba Barat,ID-NT,Nusa Tenggara Timur
LWL,Kabupaten Lembata,ID-NT,Nusa Tenggara Timur
BAA,Kabupaten Rote Ndao,ID-NT,Nusa Tenggara Timur
LBJ,Kabupaten Manggarai Barat,ID-NT,Nusa Tenggara Timur
MBY,Kabupaten Nagekeo,ID-NT,Nusa Tenggara Timur
WBL,Kabupaten Sumba Tengah,ID-NT,Nusa Tenggara Timur
TAM,Kabupaten Sumba Barat Daya,ID-NT,Nusa Tenggara Timur
BRG,Kabupaten Manggarai Timur,ID-NT,Nusa Tenggara Timur
SBB,Kabupaten Sabu Raijua,ID-NT,Nusa Tenggara Timur
KPG,Kota Kupang,ID-NT,Nusa Tenggara Timur
SBS,Kabupaten Sambas,ID-KB,Kalimantan Barat
MPW,Kabupaten Pontianak,ID-KB,Kalimantan Barat
SAG,Kabupaten Sanggau,ID-KB,Kalimantan Barat
KTP,Kabupaten Ketapang,ID-KB,Kalimantan Barat
STG,Kabupaten Sintang,ID-KB,Kalimantan Barat
PTS,Kabupaten Kapuas Hulu,ID-KB,Kalimantan Barat
BEK,Kabupaten  Bengkayang,ID-KB,Kalimantan Barat
NBA,Kabupaten Landak,ID-KB,Kalimantan Barat
SED,Kabupaten Sekadau,ID-KB,Kalimantan Barat
NGP,Kabupaten Melawi,ID-KB,Kalimantan Barat
SKD,Kabupaten Kayong Utara,ID-KB,Kalimantan Barat
SRY,Kabupaten Kubu Raya,ID-KB,Kalimantan Barat
PTK,Kota Pontianak,ID-KB,Kalimantan Barat
SKW,Kota Singkawang,ID-KB,Kalimantan Barat
PBU,Kabupaten Kotawaringin Barat,ID-KT,Kalimantan Tengah
SPT,Kabupaten Kotawaringin Timur,ID-KT,Kalimantan Tengah
KLK,Kabupaten Kapuas,ID-KT,Kalimantan Tengah
BNT,Kabupaten Barito Selatan,ID-KT,Kalimantan Tengah
MTW,Kabupaten Barito Utara,ID-KT,Kalimantan Tengah
KSN,Kabupaten Katingan,ID-KT,Kalimantan Tengah
KLP,Kabupaten Seruyan,ID-KT,Kalimantan Tengah
SKR,Kabupaten Sukamara,ID-KT,Kalimantan Tengah
NGB,Kabupaten  Lamandau,ID-KT,Kalimantan Tengah
KKN,Kabupaten Gunung Mas,ID-KT,Kalimantan Tengah
PPS,Kabupaten Pulang Pisau,ID-KT,Kalimantan Tengah
PRC,Kabupaten Murung Raya,ID-KT,Kalimantan Tengah
TML,Kabupaten Barito Timur,ID-KT,Kalimantan Tengah
PLK,Kota Palangkaraya,ID-KT,Kalimantan Tengah
PLI,Kabupaten Tanah Laut,ID-KS,Kalimanta Selatan
KBR,Kabupaten Kotabaru,ID-KS,Kalimanta Selatan
MTP,Kabupaten Banjar,ID-KS,Kalimanta Selatan
MRH,Kabupaten Barito Kuala,ID-KS,Kalimanta Selatan
RTA,Kabupaten Tapin,ID-KS,Kalimanta Selatan
KGN,Kabupaten Hulu Sungai Selatan,ID-KS,Kalimanta Selatan
BRB,Kabupaten Hulu Sungai Tengah,ID-KS,Kalimanta Selatan
AMT,Kabupaten Hulu Sungai Utara,ID-KS,Kalimanta Selatan
TJG,Kabupaten Tabalong,ID-KS,Kalimanta Selatan
BLN,Kabupaten Tanah Bumbu,ID-KS,Kalimanta Selatan
PRN,Kabupaten Balangan,ID-KS,Kalimanta Selatan
BJM,Kota Banjarmasin,ID-KS,Kalimanta Selatan
BJB,Kota Banjarbaru,ID-KS,Kalimanta Selatan
TGT,Kabupaten Paser,ID-KI,Kalimantan Timur
TRG,Kabupaten Kutai Kertanegara,ID-KI,Kalimantan Timur
TNR,Kabupaten Berau,ID-KI,Kalimantan Timur
TJS,Kabupaten Bulungan,ID-KI,Kalimantan Timur
NNK,Kabupaten Nunukan,ID-KI,Kalimantan Timur
MLN,Kabupaten Malinau,ID-KI,Kalimantan Timur
SDW,Kabupaten Kutai Barat,ID-KI,Kalimantan Timur
SGT,Kabupaten Kutai Timur,ID-KI,Kalimantan Timur
PNJ,Kabupaten Penajam Paser Utara,ID-KI,Kalimantan Timur
TDP,Kabupaten Tana Tidung,ID-KI,Kalimantan Timur
BPP,Kota Balikpapan,ID-KI,Kalimantan Timur
SMR,Kota Samarinda,ID-KI,Kalimantan Timur
TAR,Kota Tarakan,ID-KI,Kalimantan Timur
BON,Kota Bontang,ID-KI,Kalimantan Timur
LLK,Kabupaten Bolaang Mongondow,ID-SA,Sulawesi Utara
TNN,Kabupaten Minahasa,ID-SA,Sulawesi Utara
THN,Kabupaten Kepulauan Sangihe,ID-SA,Sulawesi Utara
MGN,Kabupaten Kepulauan Talaud,ID-SA,Sulawesi Utara
AMR,Kabupaten Minahasa Selatan,ID-SA,Sulawesi Utara
ARM,Kabupaten Minahasa Utara,ID-SA,Sulawesi Utara
RTN,Kabupaten Minahasa Tenggara,ID-SA,Sulawesi Utara
BRK,Kabupaten Bolaang Mongondow Utara,ID-SA,Sulawesi Utara
ODS,Kabupaten Kepulauan Siau Tagulandang Biaro,ID-SA,Sulawesi Utara
TTY,Kabupaten Bolaang Mongondow Timur,ID-SA,Sulawesi Utara
BLU,Kabupaten Bolaang Mongondow Selatan,ID-SA,Sulawesi Utara
MND,Kota Manado,ID-SA,Sulawesi Utara
BIT,Kota Bitung,ID-SA,Sulawesi Utara
TMH,Kota Tomohon,ID-SA,Sulawesi Utara
KTG,Kota Kotamobagu,ID-SA,Sulawesi Utara
LWK,Kabupaten Banggai,ID-ST,Sulawesi Tengah
PSO,Kabupaten Poso,ID-ST,Sulawesi Tengah
DGL,Kabupaten Donggala,ID-ST,Sulawesi Tengah
TLI,Kabupaten Toli Toli,ID-ST,Sulawesi Tengah
BUL,Kabupaten Buol,ID-ST,Sulawesi Tengah
BGK,Kabupaten Morowali,ID-ST,Sulawesi Tengah
SKN,Kabupaten Banggai Kepulauan,ID-ST,Sulawesi Tengah
PRG,Kabupaten Parigi Moutong,ID-ST,Sulawesi Tengah
APN,Kabupaten Tojo Una Una,ID-ST,Sulawesi Tengah
SGB,Kabupaten Sigi,ID-ST,Sulawesi Tengah
PAL,Kota Palu,ID-ST,Sulawesi Tengah
BEN,Kabupaten Kepulauan Selayar,ID-SN,Sulawesi Selatan
BLK,Kabupaten  Bulukumba,ID-SN,Sulawesi Selatan
BAN,Kabupaten Bantaeng,ID-SN,Sulawesi Selatan
JNP,Kabupaten  Jeneponto,ID-SN,Sulawesi Selatan
TKA,Kabupaten Takalar,ID-SN,Sulawesi Selatan
SGM,Kabupaten Gowa,ID-SN,Sulawesi Selatan
SNJ,Kabupaten Sinjai,ID-SN,Sulawesi Selatan
WTP,Kabupaten Bone,ID-SN,Sulawesi Selatan
MRS,Kabupaten Maros,ID-SN,Sulawesi Selatan
PKJ,Kabupaten Pangkajene Kepulauan,ID-SN,Sulawesi Selatan
BAR,Kabupaten Barru,ID-SN,Sulawesi Selatan
WNS,Kabupaten Soppeng,ID-SN,Sulawesi Selatan
SKG,Kabupaten Wajo,ID-SN,Sulawesi Selatan
SDR,Kabupaten Sidenreng Rappang,ID-SN,Sulawesi Selatan
PIN,Kabupaten Pinrang,ID-SN,Sulawesi Selatan
ENR,Kabupaten Enrekang,ID-SN,Sulawesi Selatan
PLP,Kabupaten Luwu,ID-SN,Sulawesi Selatan
MAK,Kabupaten Tana Toraja,ID-SN,Sulawesi Selatan
MSB,Kabupaten Luwu Utara,ID-SN,Sulawesi Selatan
MLL,Kabupaten Luwu Timur,ID-SN,Sulawesi Selatan
RTP,Kabupaten Toraja Utara,ID-SN,Sulawesi Selatan
MKS,Kota Makassar,ID-SN,Sulawesi Selatan
PRE,Kota Pare Pare,ID-SN,Sulawesi Selatan
PLP,Kota Palopo,ID-SN,Sulawesi Selatan
KKA,Kabupaten Kolaka,ID-SG,Sulawesi Tenggara
UNH,Kabupaten Konawe,ID-SG,Sulawesi Tenggara
RAH,Kabupaten Muna,ID-SG,Sulawesi Tenggara
PSW,Kabupaten Buton,ID-SG,Sulawesi Tenggara
ADL,Kabupaten Konawe Selatan,ID-SG,Sulawesi Tenggara
RMB,Kabupaten Bombana,ID-SG,Sulawesi Tenggara
WGW,Kabupaten Wakatobi,ID-SG,Sulawesi Tenggara
LSS,Kabupaten Kolaka Utara,ID-SG,Sulawesi Tenggara
WGD,Kabupaten Konawe Utara,ID-SG,Sulawesi Tenggara
BNG,Kabupaten Buton Utara,ID-SG,Sulawesi Tenggara
KDI,Kota Kendari,ID-SG,Sulawesi Tenggara
BAU,Kota Bau Bau,ID-SG,Sulawesi Tenggara
GTO,Kabupaten Gorontalo,ID-GO,Gorontalo
TMT,Kabupaten Boalemo,ID-GO,Gorontalo
SWW,Kabupaten Bone Bolango,ID-GO,Gorontalo
MAR,Kabupaten Pahuwato,ID-GO,Gorontalo
KWD,Kabupaten Gorontalo Utara,ID-GO,Gorontalo
GTO,Kota Gorontalo,ID-GO,Gorontalo
PKY,Kabupaten Mamuju Utara,ID-SR,Sulawesi Barat
MAM,Kabupaten Mamuju,ID-SR,Sulawesi Barat
